IDS,COUNTY_NAME,LONGITUDE,LATITUDE,SURFELV,WELL_TYPE,LOG_TYPE,TOP_DANVILLE,THICK_DANVILLE,TOP_HERRIN,THICK_HERRIN,TOP_SPRING,THICK_SPRING,TOP_COLCH,THICK_COLCH,TOP_SEELY,THICK_SEELY
02324128000C,CLARK,-87.595541,39.475832,560,Coal Test,Drillers Log,386,0,266,2.8,252,4.3,,,63.7,4.4
02324129000C,CLARK,-87.583311,39.466011,525,Coal Test,Drillers Log,345,0,217,3.7,201,3.9,,,3,5.4
02324130000C,CLARK,-87.583469,39.4518,560,Coal Test,Drillers Log,320,5.7,193,2.4,175,3.7,,,-14.8,4.4
02324131000C,CLARK,-87.583468,39.451737,560,Coal Test,Drillers Log,317.9,2.09,,,175.2,3.51,,,-12.9,4.5
02324133000C,CLARK,-87.598611,39.458193,575,Coal Test,Drillers Log,324,6,200,3.2,180,4.2,,,-0.5,4.6
02324134000C,CLARK,-87.637974,39.456182,581,Coal Test,Drillers Log,281,0,158,2,143.5,4.5,,,-43.5,4.5
02324135000C,CLARK,-87.637974,39.456182,581,Coal Test,Drillers Log,,,,,142.4,3.92,,,-42.8,5.51
02324136000C,CLARK,-87.636474,39.437088,575,Coal Test,Drillers Log,273,3.6,151.5,2.6,134,4,,,-37.7,6.4
02324137000C,CLARK,-87.648019,39.440411,585,Coal Test,Drillers Log,254.8,3.8,131,3.2,113,4.4,,,-63,6
02324138000C,CLARK,-87.58966,39.433496,560,Coal Test,Drillers Log,271.8,3.25,,,127.7,3.33,,,-67.6,1.67
02324139000C,CLARK,-87.575521,39.440711,560,Coal Test,Drillers Log,376,4,253,3,237,4.5,,,48,4.3
02324152000C,CLARK,-87.535016,39.420298,555,Coal Test,Drillers Log,358.9,3.9,237.7,3.3,218,4.3,,,,
02324154000C,CLARK,-87.559126,39.419032,560,Coal Test,Drillers Log,328.5,3.2,207.5,3.5,186,4,,,,
02324155000C,CLARK,-87.567591,39.375666,545,Coal Test,Drillers Log,287,3.8,182,3.3,161.2,3.9,,,,
02324156000C,CLARK,-87.552107,39.383312,543,Coal Test,Drillers Log,333,4,225,1,205.6,2.6,,,,
02324158000C,CLARK,-87.596598,39.424053,570,Coal Test,Drillers Log,244,5,126,2,107,2.5,,,,
02324160000C,CLARK,-87.59363,39.409706,560,Coal Test,Drillers Log,255.5,4.1,103,0,96.4,3.2,,,,
02324161000C,CLARK,-87.582282,39.410918,553,Coal Test,Drillers Log,284,3.3,179,0,160,2.3,,,,
02324162000C,CLARK,-87.586647,39.396712,555,Coal Test,Drillers Log,265,3,141.4,0,126,4,,,,
02324164000C,CLARK,-87.589803,39.382809,545,Coal Test,Drillers Log,261,3.3,140,0,124,4,,,,
02324165000C,CLARK,-87.582099,39.383641,550,Coal Test,Drillers Log,260,4,154,2,122,4,,,,
02324166000C,CLARK,-87.566917,39.359749,544,Coal Test,Drillers Log,269.3,3.1,143.5,1.5,,,,,,
02324167000C,CLARK,-87.589707,39.433494,560,Coal Test,Drillers Log,273,4,149.5,1.9,,,,,-66,3.8
02324168000C,CLARK,-87.617994,39.230882,454,Producer-Oil and Gas,Electric Log,135,5,,,31,2.5,-166,1,-194,5.5
02324234000C,CLARK,-87.599408,39.340859,461,Coal Test,Drillers Log,177.6,3.2,,,22.1,4,,,-169.2,6.6
02324235000C,CLARK,-87.628114,39.335618,540,Coal Test,Drillers Log,154.8,2.6,,,8.4,4.6,,,-180.7,6.1
02324236000C,CLARK,-87.665985,39.3354,570,Coal Test,Drillers Log,176.1,3.1,54.1,2.1,26.6,3.8,,,-146.3,4.2
02324237000C,CLARK,-87.630163,39.280561,450,Coal Test,Drillers Log,121.5,3.6,43,1,-1.2,4.9,-123,2.5,-181.7,4.6
02324238000C,CLARK,-87.696541,39.333174,580,Coal Test,Drillers Log,108.4,3.6,1.5,1.5,-29.4,4.4,,,-196,4.2
02324241000C,CLARK,-87.665792,39.394546,590,Coal Test,Drillers Log,190.6,5.6,,,37.9,4,,,-130.3,4.25
02324242000C,CLARK,-87.656749,39.295642,535,Coal Test,Drillers Log,128,3.7,,,8.2,4,,,-188.4,4.2
02324243000C,CLARK,-87.614085,39.365797,467,Coal Test,Drillers Log,210.8,2.8,,,58.6,3.8,,,-122.3,7.6
02324244000C,CLARK,-87.631566,39.374717,560,Coal Test,Drillers Log,211.5,2.5,,,58.7,4,,,-109.9,4.1
02324245000C,CLARK,-87.66552,39.373111,579,Coal Test,Drillers Log,185,3.2,55.1,2.1,35.1,3.8,,,-132.8,3.6
02324246000C,CLARK,-87.647173,39.351383,560,Coal Test,Drillers Log,169.9,3.3,,,13.6,4.4,,,-174.3,5.2
02324247000C,CLARK,-87.607574,39.359226,463,Coal Test,Drillers Log,208.6,2.9,,,54.7,2,,,-129.5,7.5
02324248000C,CLARK,-87.58935,39.347375,456,Coal Test,Drillers Log,214.5,3.1,,,63.5,4.1,,,-133.7,6.6
02324271000C,CLARK,-87.638127,39.339104,553,Coal Test,Drillers Log,174,1.5,,,31.6,1.6,,,-156.4,3.6
02324272000C,CLARK,-87.60541,39.327245,475,Coal Test,Drillers Log,178.2,2.4,,,33.2,3.8,,,-137,4.9
02324273000C,CLARK,-87.661299,39.316999,555,Coal Test,Drillers Log,141.8,3.8,,,7.4,2.9,,,-171.2,3.2
02324274000C,CLARK,-87.64261,39.295217,520,Coal Test,Drillers Log,133.4,4.1,39.8,1.9,1.2,3.7,,,-194.4,9.5
02324275000C,CLARK,-87.629755,39.300946,475,Coal Test,Drillers Log,146.3,3.4,,,12.9,2.9,,,-193.5,4.7
02324276000C,CLARK,-87.654708,39.266737,520,Coal Test,Drillers Log,120.8,4.3,57.3,1.6,19.6,4.1,,,-165.4,3.7
02324291000C,CLARK,-87.932919,39.219894,544.7,Dry Hole,Electric Log,414.7,2,378.2,1.5,345.2,2,234.7,,202.7,2.5
02324422000C,CLARK,-87.665249,39.337062,564,Coal Test,Drillers Log,165.4,2.2,41.3,4.7,15.4,2.8,,,,
02324423000C,CLARK,-87.666294,39.343362,565,Coal Test,Drillers Log,170.2,3.1,49.2,3,24.3,4.6,,,-148.6,6.1
02324424000C,CLARK,-87.666265,39.340388,565,Coal Test,Drillers Log,167.5,3.4,47.4,2.2,21.4,4,,,,
02324425000C,CLARK,-87.665898,39.33219,560,Coal Test,Drillers Log,164.4,4,,,13.2,4.5,,,,
02324458000C,CLARK,-87.60281,39.225349,462,Producer-Oil and Gas,Nuclear Log,143,4,75,2,39,3,,,-178,0
02324459000C,CLARK,-87.672065,39.173022,516,Producer-Oil and Gas,Gamma Ray Density,65,5.5,16.5,2,-27,3,-205,1,-247,6.5
02324524000C,CLARK,-87.939809,39.186258,575.5,Dry Hole,Gamma Ray Density,447.5,3,408.5,3,368.5,3,,,236.5,5
02324533000C,CLARK,-87.933108,39.182886,572.4,Dry Hole,Gamma Ray Density,392.4,3.5,352.4,2.5,311.9,3.5,,,175.9,5
02324549000C,CLARK,-87.675834,39.279692,530,Coal Test,Drillers Log,108.2,3.6,40,1.7,0,4.6,,,,
02324550000C,CLARK,-87.691361,39.314021,560,Coal Test,Drillers Log,113.9,3.4,15.3,2,-20.5,4.3,,,,
02324551000C,CLARK,-87.545113,39.366847,460,Coal Test,Drillers Log,338.7,4.2,212.8,2.5,191.1,3.82,,,,
02324552000C,CLARK,-87.599933,39.373655,543,Coal Test,Drillers Log,226.8,2.4,,,77.3,4.2,,,,
02324553000C,CLARK,-87.628991,39.356997,555,Coal Test,Drillers Log,192.3,2.6,,,36.8,3.8,,,,
02324557000C,CLARK,-87.921303,39.473833,724,Dry Hole,Nuclear Log,,,372,,352,2,260,0,,
02324562000C,CLARK,-87.615984,39.329583,530,Coal Test,Drillers Log,158.2,3.3,,,0.3,4,,,,
02324563000C,CLARK,-87.615984,39.329583,530,Coal Test,Drillers Log,157.1,3.15,,,2.5,3.15,,,,
02324566000C,CLARK,-87.661393,39.309692,555,Coal Test,Drillers Log,144.4,3.55,47,1.3,11,4.1,,,,
02324567000C,CLARK,-87.661393,39.309692,555,Coal Test,Drillers Log,143.1,3.55,47,1.3,10.2,3.9,,,,
02324568000C,CLARK,-87.642031,39.294678,520,Coal Test,Drillers Log,133.4,4,39.8,1.9,1.2,4.15,,,,
02324569000C,CLARK,-87.614462,39.407713,568,Coal Test,Drillers Log,216,3,86,1,66.2,3.3,,,,
02324589000C,CLARK,-87.665898,39.33219,560,Coal Test,Drillers Log,166.9,0.05,,,20.8,5.2,,,,
02324590000C,CLARK,-87.647492,39.273725,524,Coal Test,Drillers Log,118,4.1,52.1,1.4,10.2,3.9,,,,
02324591000C,CLARK,-87.647492,39.273725,524,Coal Test,Drillers Log,121.7,3.8,55.4,1.4,12.7,4,,,,
02324592000C,CLARK,-87.637159,39.259545,456,Coal Test,Drillers Log,124.6,4.1,61.7,1.4,24.1,4.3,,,,
02324593000C,CLARK,-87.635858,39.397508,497,Coal Test,Drillers Log,199.8,3.3,73,3,46,3.8,,,,
02324594000C,CLARK,-87.635858,39.397508,497,Coal Test,Drillers Log,198.6,2.9,73,3,46.6,3.5,,,,
02324595000C,CLARK,-87.596151,39.453133,540,Coal Test,Drillers Log,305,5.5,186.4,2.9,169.2,4.4,,,,
02324596000C,CLARK,-87.596151,39.453133,540,Coal Test,Drillers Log,302.1,4.75,184.4,2.9,167,3.55,,,,
02324621000C,CLARK,-87.614744,39.287493,,Coal Test,Drillers Log,,4.4,,,,,,,,
02324622000C,CLARK,-87.675827,39.28326,530,Coal Test,Drillers Log,107.2,3.9,39.5,1.2,-6.8,1.1,,,,
02324624000C,CLARK,-87.609161,39.262197,,Coal Test,Drillers Log,,3.8,,1.4,,3.85,,,,
02324625000C,CLARK,-87.948893,39.210441,584,Producer-Oil and Gas,Electric Log,221,,174,2.5,137,,8,,-34,4
02324662000C,CLARK,-87.893274,39.303355,555,Producer-Oil and Gas,Nuclear Log,397,4,349,2,328,4,,,205,4
02324691000C,CLARK,-87.965337,39.358654,657,Producer-Oil and Gas,Nuclear Log,555,5,479,4,456.5,2.5,,,328.5,3.5
02324693000C,CLARK,-87.647339,39.231072,,Coal Test,Drillers Log,,4.45,,,,,,,,
02324695000C,CLARK,-87.624887,39.316586,,Coal Test,Drillers Log,,3.05,,,,,,,,
02324718000C,CLARK,-87.965389,39.360488,656,Producer-Oil and Gas,Nuclear Log,554,4,477,4.5,453.5,2.5,,,323.5,2.5
02324741000C,CLARK,-87.826449,39.429547,653,Coal Test,Multiple log types,208.6,3.2,94,2.1,76.4,4.4,,,-60.2,2
02324742000C,CLARK,-87.779976,39.484967,656,Coal Test,Multiple log types,189,5,66.6,2.9,47.2,3.3,,,,
02324744000C,CLARK,-87.74312,39.477471,570,Coal Test,Multiple log types,141.9,4.9,33.7,1.7,15.2,4.6,,,-153.2,4.8
02324747000C,CLARK,-87.733439,39.457651,620,Coal Test,Multiple log types,134.8,3.8,,,,,,,-187.6,3.7
02324748000C,CLARK,-87.694408,39.442482,545,Coal Test,Multiple log types,136,5,7.5,1.5,-9.5,5.1,-186.5,1.1,-197,5.1
02324772000C,CLARK,-87.983837,39.434776,667,Dry Hole,Gamma Ray Density,,,511,3.5,490,2,412,1,395,3
02324780000C,CLARK,-87.983331,39.438248,670,Producer-Oil and Gas,Gamma Ray Density,,,476,4.5,,,408.5,0.5,373,3
02324835000C,CLARK,-87.985251,39.438883,669,Producer-Oil and Gas,Gamma Ray Density,,,476,2,456,0,378,2,362,2
02324887000C,CLARK,-87.727297,39.191371,555.5,Producer-Oil and Gas,Electric Log,45.5,5,-4.5,3,-54.5,4.5,-220.5,2,-264.5,6
02324910000C,CLARK,-87.720537,39.230616,579,Coal Test,Drillers Log,44,4,-8,2,-46.5,3.5,,,-252.5,6
02325233000C,CLARK,-87.583882,39.46858,532,Producer-Oil and Gas,Nuclear Log,,,,,209,4,,,18,5
02325329000C,CLARK,-87.625359,39.381247,494.5,Dry Hole,Multiple log types,227.5,3.5,,,72.5,3.5,-73.5,0,-90.5,2.5
02325401000C,CLARK,-87.923431,39.466747,702,Producer-Oil and Gas,Nuclear Log,461,3.5,,,339,2.5,245,0,206,3
02325547000C,CLARK,-87.870939,39.323259,630,Coal Test,Multiple log types,270,2,,,,,,,,
02325938000C,CLARK,-87.720535,39.230685,579,Coal Test,Drillers Log,45.6,4.52,-8.3,2.04,-45.4,3.63,,,-252.3,6.88
02325939000C,CLARK,-87.99601,39.368508,670,Coal Test,Drillers Log,,,507,3.54,,,361.1,2.39,325.4,4.82
02326038000C,CLARK,-87.658084,39.196775,466,Dry Hole,Gamma Ray Density,94,4.5,27.5,2.5,2,4,,,-212,12
02326055000C,CLARK,-87.607103,39.313547,450,Coal Test,Drillers Log,175.7,3.3,58.8,1.4,30.9,4.2,,,-144.4,4.7
02326056000C,CLARK,-87.60332,39.324439,450,Coal Test,Drillers Log,184.2,3,49.2,1.9,28.7,4.2,,,-148.3,3.1
02326058000C,CLARK,-87.533537,39.36932,456,Coal Test,Drillers Log,326,3.7,191.3,2,174.2,4,,,,
02326369000C,CLARK,-87.69033,39.350611,615,Coal Test,Drillers Log,152,1.5,26.5,3.7,0.7,3.7,,,-169.8,4.8
02326370000C,CLARK,-87.64156,39.335122,540,Coal Test,Drillers Log,150,3.8,,,-5.8,2,,,-188.2,5.5
02326371000C,CLARK,-87.642711,39.346649,560,Coal Test,Drillers Log,152.2,3.2,,,-8.8,4.1,,,,
02326372000C,CLARK,-87.675009,39.350522,580,Coal Test,Drillers Log,176.9,5.1,60.6,2.9,36.6,7.1,,,,
02326618000C,CLARK,-87.719684,39.305817,488.7,Coal Test,Drillers Log,44.6,4.67,-39.8,2.4,-80.6,2.1,,,,
02326620000C,CLARK,-87.773089,39.267797,589.8,Coal Test,Drillers Log,10.1,4.65,-40.4,2.5,-80.6,4,,,,
02326638000C,CLARK,-87.716834,39.271711,551.3,Coal Test,Drillers Log,68,4.07,12.6,1.5,-29.2,3.8,,,,
02326639000C,CLARK,-87.815328,39.314549,611.5,Coal Test,Drillers Log,81.2,5.03,19.9,2.9,-9.4,4.3,,,,
02370000000C,CLARK,-87.613906,39.29121,462,Coal Test,Drillers Log,,,48.2,2.2,14.6,4,,,,
02370001000C,CLARK,-87.609208,39.262567,455,Coal Test,Drillers Log,142.7,3.9,63.8,1.7,27.2,3.45,,,,
02370002000C,CLARK,-87.624978,39.317286,535,Coal Test,Drillers Log,160.6,3.1,42.8,1.6,12,4.6,,,,
02390001000C,CLARK,-87.656511,39.201322,461,Coal Test,Drillers Log,84,1.25,,,,,,,,
02390002000C,CLARK,-87.656644,39.215826,465,Coal Test,Drillers Log,97.3,3.67,44.5,1.17,10,3.33,,,-209,6.58
02390003000C,CLARK,-87.684152,39.230448,520,Coal Test,Drillers Log,78,1.5,,,,,,,,
02390004000C,CLARK,-87.66375,39.200514,471,Coal Test,Drillers Log,92,3.33,43,1.5,4.8,3.16,,,,
02390005000C,CLARK,-87.666229,39.172105,463,Coal Test,Drillers Log,81,4.25,,,,,,,,
02390006000C,CLARK,-87.656409,39.241141,462,Coal Test,Drillers Log,108,3.67,,,,,,,,
02390007000C,CLARK,-87.663495,39.194082,462,Coal Test,Drillers Log,92,3.42,,,,,,,,
02390008000C,CLARK,-87.63038,39.186474,440,Coal Test,Drillers Log,123,3.5,55,1.5,28,4.5,,,,
02390009000C,CLARK,-87.64042,39.209461,445,Coal Test,Drillers Log,99,3.58,,,,,,,,
02390010000C,CLARK,-87.594703,39.215017,445,Coal Test,Drillers Log,149,3.5,,,,,,,,
02390011000C,CLARK,-87.647348,39.227204,470,Coal Test,Drillers Log,121,3.83,,,,,,,,
02390012000C,CLARK,-87.623776,39.24446,455,Coal Test,Drillers Log,135.7,3.5,,,,,,,,
02390013000C,CLARK,-87.597809,39.244421,456,Coal Test,Drillers Log,144.7,3.75,,,,,,,,
02390014000C,CLARK,-87.621651,39.215368,446,Coal Test,Drillers Log,130.5,3,,,,,,,,
02390015000C,CLARK,-87.609592,39.251943,454,Coal Test,Drillers Log,120,3.58,,,,,,,,
02390016000C,CLARK,-87.684174,39.215903,510,Coal Test,Drillers Log,61,3.58,,,,,,,,
02390017000C,CLARK,-87.670435,39.215904,480,Coal Test,Drillers Log,79.6,3.75,,,,,,,,
02390018000C,CLARK,-87.633405,39.215435,450,,,131,2.75,,,,,,,,
02390019000C,CLARK,-87.62873,39.215332,447,Coal Test,Drillers Log,129,1.83,,,,,,,,
02390020000C,CLARK,-87.684162,39.22317,514,Coal Test,Drillers Log,64.5,4,,,,,,,,
02390021000C,CLARK,-87.675043,39.223153,514,Coal Test,Drillers Log,68.2,4.25,,,,,,,,
02390022000C,CLARK,-87.665668,39.223166,474,Coal Test,Drillers Log,80.5,3.67,,,,,,,,
02390023000C,CLARK,-87.656702,39.222986,465,Coal Test,Drillers Log,129,0.58,,,,,,,,
02390024000C,CLARK,-87.66558,39.226804,480,Coal Test,Drillers Log,82,3.42,,,,,,,,
02390025000C,CLARK,-87.665493,39.230433,466,Coal Test,Drillers Log,81,1.42,,,,,,,,
02390026000C,CLARK,-87.656366,39.230273,464,Coal Test,Drillers Log,94.4,3.84,,,,,,,,
02390027000C,CLARK,-87.647243,39.230107,471,Coal Test,Drillers Log,119.5,1.67,,,,,,,,
02390028000C,CLARK,-87.637891,39.230021,455,Coal Test,Drillers Log,113,3.17,,,,,,,,
02390029000C,CLARK,-87.679542,39.237691,470,Coal Test,Drillers Log,68,2.67,,,,,,,,
02390030000C,CLARK,-87.590673,39.244379,450,Coal Test,Drillers Log,152.7,2.58,,,,,,,,
02390031000C,CLARK,-87.61896,39.252103,451,Coal Test,Drillers Log,87,1.25,,,,,,,,
02390032000C,CLARK,-87.618918,39.259386,453,Coal Test,Drillers Log,121.2,3.25,,,,,,,,
02390033000C,CLARK,-87.65712,39.172103,453,Coal Test,Drillers Log,74,4.5,,,,,,,,
02390034000C,CLARK,-87.638308,39.173897,445,Coal Test,Drillers Log,77.7,2.92,,,,,,,,
02390035000C,CLARK,-87.679523,39.179448,506,Coal Test,Drillers Log,55,3.83,,,,,,,,
02390036000C,CLARK,-87.666067,39.179569,467,Coal Test,Drillers Log,77,3.25,,,,,,,,
02390037000C,CLARK,-87.638305,39.180615,455,Coal Test,Drillers Log,107.7,3.42,,,,,,,,
02390038000C,CLARK,-87.628957,39.179121,440,Coal Test,Drillers Log,124,3,,,,,,,,
02390039000C,CLARK,-87.665917,39.186858,481,Coal Test,Drillers Log,71,3.67,,,,,,,,
02390040000C,CLARK,-87.647601,39.186536,465,Coal Test,Drillers Log,104,2.17,27,2.42,,,,,-180,6.94
02390041000C,CLARK,-87.638324,39.186474,457,Coal Test,Drillers Log,106.4,2.83,,,,,,,,
02390042000C,CLARK,-87.675257,39.194073,510,Coal Test,Drillers Log,52,2.42,,,,,,,,
02390043000C,CLARK,-87.656867,39.194038,455,Coal Test,Drillers Log,81,3.67,,,,,,,,
02390044000C,CLARK,-87.647501,39.194015,458,Coal Test,Drillers Log,101.3,3.91,,,,,,,,
02390045000C,CLARK,-87.638221,39.193776,455,Coal Test,Drillers Log,106.2,2.25,,,,,,,,
02390046000C,CLARK,-87.647409,39.2013,461,Coal Test,Drillers Log,104,2.5,,,,,,,,
02390047000C,CLARK,-87.609625,39.244486,453,Coal Test,Drillers Log,131.7,2.92,55.8,1.5,20.5,3.5,-102.7,1.33,-203.5,7.4
02390048000C,CLARK,-87.66589,39.194059,480,Coal Test,Drillers Log,60,0.92,,,,,,,,
02390049000C,CLARK,-87.675243,39.201362,512,Coal Test,Drillers Log,80,4.42,,,,,,,,
02390050000C,CLARK,-87.675017,39.215904,510,Coal Test,Drillers Log,64,4.33,,,,,,,,
02390051000C,CLARK,-87.609849,39.222713,450,Coal Test,Drillers Log,125,3.17,,,,,,,,
02390052000C,CLARK,-87.60989,39.215446,449,Coal Test,Drillers Log,148,2.25,82.7,1,50.5,3.67,,,,
02390053000C,CLARK,-87.656509,39.255702,480,Coal Test,Drillers Log,100.7,4.67,,,,,,,,
02390054000C,CLARK,-87.62826,39.25937,467,Coal Test,Drillers Log,132,3.83,,,,,,,,
02390055000C,CLARK,-87.637676,39.259322,456,Coal Test,Drillers Log,125.2,3.58,,,,,,,,
02390056000C,CLARK,-87.665896,39.255797,510,Coal Test,Drillers Log,99.9,4.17,,,,,,,,
02390057000C,CLARK,-87.628379,39.251911,458,Coal Test,Drillers Log,128,4.67,,,,,,,,
02390058000C,CLARK,-87.637747,39.252039,450,Coal Test,Drillers Log,121,4.83,,,,,,,,
02390059000C,CLARK,-87.628499,39.244453,455,Coal Test,Drillers Log,128.7,3.5,,,,,,,,
02390060000C,CLARK,-87.58638,39.222496,448,Coal Test,Drillers Log,155,3.17,,,,,,,,
02390061000C,CLARK,-87.628531,39.229944,448,Coal Test,Drillers Log,133,3.17,,,,,,,,
02390062000C,CLARK,-87.579099,39.236983,434,Coal Test,Drillers Log,150,2.25,,,,,,,,
02390063000C,CLARK,-87.590809,39.237095,450,Coal Test,Drillers Log,154,2.33,,,,,,,,
02390064000C,CLARK,-87.600181,39.237146,450,Coal Test,Drillers Log,136,3.5,,,,,,,,
02390065000C,CLARK,-87.628514,39.237172,455,Coal Test,Drillers Log,133.5,3.67,,,,,,,,
02390066000C,CLARK,-87.581576,39.229707,456,Coal Test,Drillers Log,156,4.08,,,,,,,,
02390067000C,CLARK,-87.590943,39.229766,455,Coal Test,Drillers Log,147,1.58,,,,,,,,
02390068000C,CLARK,-87.600313,39.229878,455,Coal Test,Drillers Log,142,1.92,,,,,,,,
02390069000C,CLARK,-87.609817,39.22999,454,Coal Test,Drillers Log,138,2.67,,,,,,,,
02390070000C,CLARK,-87.61918,39.229965,450,Coal Test,Drillers Log,132,1.08,,,,,,,,
02390071000C,CLARK,-87.600438,39.222588,453,Coal Test,Drillers Log,149.3,3,,,,,,,,
02390072000C,CLARK,-87.628629,39.222639,448,Coal Test,Drillers Log,116.7,3.25,,,,,,,,
02390074000C,CLARK,-87.575178,39.222453,430,Coal Test,Drillers Log,152.2,2.67,,,53.1,3.17,,,-153.7,7.25
02390075000C,CLARK,-87.681039,39.208632,510,Coal Test,Drillers Log,61,4.92,,,,,,,,
02390076000C,CLARK,-87.702821,39.208574,565,Coal Test,Drillers Log,51.2,3.5,,,,,,,,
02390077000C,CLARK,-87.702771,39.21586,566,Coal Test,Drillers Log,45.7,2.83,,,,,,,,
02390078000C,CLARK,-87.702663,39.223169,546,Coal Test,Drillers Log,59.7,4.08,,,,,,,,
02390079000C,CLARK,-87.693542,39.215877,530,Coal Test,Drillers Log,38,4.67,,,,,,,,
02390080000C,CLARK,-87.693521,39.230453,525,Coal Test,Drillers Log,70,2.75,,,,,,,,
02390081000C,CLARK,-87.721479,39.203194,524,Coal Test,Drillers Log,32,2.5,,,,,,,,
02390082000C,CLARK,-87.665861,39.206804,475,Coal Test,Drillers Log,86,3.83,,,,,,,,
02390084000C,CLARK,-87.600558,39.215347,449,Coal Test,Drillers Log,148,2.58,,,,,,,,
02390085000C,CLARK,-87.589807,39.207971,438.6,Coal Test,Drillers Log,147.1,3,,,,,,,,
02390086000C,CLARK,-87.591166,39.207971,450,Coal Test,Drillers Log,148.3,3.17,,,,,,,,
02390087000C,CLARK,-87.600526,39.208063,445,Coal Test,Drillers Log,145,2.67,,,,,,,,
02390088000C,CLARK,-87.619325,39.208099,444,Coal Test,Drillers Log,150,2.83,,,,,,,,
02390089000C,CLARK,-87.628732,39.209225,445,Coal Test,Drillers Log,120,2.58,,,,,,,,
02390090000C,CLARK,-87.59114,39.200802,447,Coal Test,Drillers Log,150.5,3.17,,,,,,,,
02390091000C,CLARK,-87.610028,39.200875,441.7,Coal Test,Drillers Log,136.5,2.83,,,,,,,,
02390092000C,CLARK,-87.619393,39.200849,441,Coal Test,Drillers Log,143.8,3.83,,,,,,,,
02390093000C,CLARK,-87.628767,39.199459,440.8,Coal Test,Drillers Log,130.3,3.42,,,,,,,,
02390094000C,CLARK,-87.610123,39.193592,440,Coal Test,Drillers Log,128,3.08,,,,,,,,
02390095000C,CLARK,-87.619571,39.186828,441.3,Coal Test,Drillers Log,136.6,2.66,,,,,,,,
02390096000C,CLARK,-87.656784,39.208539,463,Coal Test,Drillers Log,108,3.67,46.1,1.25,,,,,,
02390097000C,CLARK,-87.670545,39.208631,475,Coal Test,Drillers Log,88.6,3.75,,,,,,,,
03300001000C,CRAWFORD,-87.826784,39.106987,585,Oil and Gas Test,Electric Log,84,3.5,33,2,-12,3,-193,,-211,6
03300004000C,CRAWFORD,-87.630196,38.868575,551,Oil and Gas Test,Electric Log,102,3.5,47,,-15,3,-218,,-228,6
03300005000C,CRAWFORD,-87.715588,39.155094,515,Oil and Gas Test,Electric Log,28,5,-21,,-74,2.5,-245,,-309,5
03300037000C,CRAWFORD,-87.602464,38.987907,460,Coal Test,Survey Core Study,115,3.2,56,1,4,2.5,-184,0.6,-197.8,2.33
03300066000C,CRAWFORD,-87.663098,38.876191,460,Coal Test,Survey Core Study,57,3.3,,,,,,,,
03300107000C,CRAWFORD,-87.650879,39.068049,449,Coal Test,Drillers Log,30,3.3,-17,0.8,-68,3.3,-265,0.5,-298,8.5
03300109000C,CRAWFORD,-87.669945,39.053818,470,Coal Test,Drillers Log,2,3.3,-48,0.8,-103,3,-296,1.8,-326,7
03300168000C,CRAWFORD,-87.535044,38.905104,442,Oil and Gas Test,Electric Log,188,2.5,142,,78,3.5,-123,,,
03300169000C,CRAWFORD,-87.614697,38.881902,495,Oil and Gas Test,Electric Log,113,2,50,1.5,4,3,-180,,-212,5
03300174000C,CRAWFORD,-87.632455,38.879646,581,Oil and Gas Test,Electric Log,97,3,37,2,-25,3,-233,,-252,4
03300175000C,CRAWFORD,-87.676222,38.865018,451,Oil and Gas Test,Electric Log,92,3,33,,-33,3,-221,,-238,5
03300180000C,CRAWFORD,-87.74706,38.926968,582,Oil and Gas Test,Electric Log,88,3,,,-22,3,-194,,-216,3
03300181000C,CRAWFORD,-87.671306,38.86786,450,Oil and Gas Test,Electric Log,84,3.5,30,3,-40,2.5,-230,,-250,4.5
03300187000C,CRAWFORD,-87.690444,38.87086,463,Oil and Gas Test,Electric Log,127,,,,9,2.5,-202,,-221,6
03300189000C,CRAWFORD,-87.690506,38.879931,521,Oil and Gas Test,Electric Log,103,3.5,,,-22,2,-249,,-272,7
03300196000C,CRAWFORD,-87.798546,38.908087,467,Oil and Gas Test,Electric Log,113,3.5,67,,1,2.5,-188,,-205,
03300203000C,CRAWFORD,-87.862308,38.90076,464,Oil and Gas Test,Electric Log,-198,2,-256,,-313,5,-520,,-547,
03300204000C,CRAWFORD,-87.906708,38.887787,441,Oil and Gas Test,Electric Log,-361,,-425,,-490,,-709,,-732,2.5
03300205000C,CRAWFORD,-87.883478,38.884103,449,Oil and Gas Test,Electric Log,-280,,-340,2.5,-403,3,-615,,-633,4.5
03300206000C,CRAWFORD,-87.815272,38.893072,436,Oil and Gas Test,Electric Log,35,2.5,-21,,-79,3.5,-267,,-288,5
03300207000C,CRAWFORD,-87.812691,38.858189,428,Oil and Gas Test,Electric Log,-37,2.5,-99,,-159,3,-351,,-368,3
03300208000C,CRAWFORD,-87.934009,38.855618,466,Oil and Gas Test,Electric Log,-441,2,-514,,-571,4,,,,
03300230000C,CRAWFORD,-87.780745,38.91279,468,Oil and Gas Test,Electric Log,80,2,32,,-37,3,-212,,-236,5
03300233000C,CRAWFORD,-87.851698,38.921846,477,Oil and Gas Test,Electric Log,47,2,-7,,-59,4,-255,,-268,5.5
03300239000C,CRAWFORD,-87.848081,38.922825,474,Oil and Gas Test,Electric Log,79,3,27,,-35,3.5,-217,,-248,6
